parcel_uuid,project_id,project_type,state,district,village,survey_number,sub_division_number,official_owner,official_area,land_classification,record_status,land_area_sqm,location_type,latitude,longitude,base_market_value,multiplier,asset_value,solatium_100_percent,total_compensation,number_of_parcels,number_of_owners,affected_families,proposal_days,verification_days,approval_days,notification_days,award_days,compensation_days,possession_days,rr_days,missing_documents,verification_rejections,approval_resubmissions,land_record_issues,boundary_disputes,ownership_disputes,legal_cases,compensation_percentage,possession_percentage,rr_percentage,previous_delays,current_pending_tasks,target_completion_days,actual_completion_days,delay_days,delayed,survey_officer_name,landowner_name,project_issue_date,project_deadline_date
UP-LKO-2026-10344,P007,Transmission,Maharashtra,Nagpur,Butibori,67/2A,2A,Ramesh Devi,4.53 acres,Residential,Pending Review,18332.28,URBAN,26.9155,81.2902,63484685.64,1.98,200000,125899677.6,251799355.1,1,3,2,15,53,13,56,61,22,38,99,2,1,2,0,0,0,0,0,0,50,2,4,360,258,0,0,Deepa Patil,Ramesh Devi,14-12-2025,09-12-2026
UP-LKO-2026-10345,P009,Railway,Uttar Pradesh,Lucknow,Malhaur,25/2A,2A,Manoj Kumar,2.03 acres,Multi-crop,Disputed,8215.13,URBAN,26.9157,81.2912,28613297.79,2,200000,57426595.58,114853191.2,5,7,4,11,40,12,66,106,20,44,94,0,0,1,0,2,1,0,25,0,0,1,0,390,404,14,1,Ramesh Joshi,Manoj Kumar,17-01-2025,11-02-2026
UP-LKO-2026-10346,P002,Railway,Uttar Pradesh,Lucknow,Malhaur,178/A,A,Manoj Sharma,2.6 acres,Commercial,Verified,10521.84,URBAN,26.9159,81.2922,26367731.04,1.53,50000,40392628.49,80785256.98,10,11,17,15,37,16,70,44,95,36,54,5,1,2,3,1,0,2,75,100,0,1,0,307,583,276,1,Kavita Reddy,Manoj Sharma,23-08-2025,26-06-2026
UP-LKO-2026-10347,P005,Railway,Uttar Pradesh,Varanasi,Sarnath,96/3,3,Amit Mishra,4.98 acres,Residential,Disputed,20153.36,RURAL,26.9161,81.2932,23881731.6,2.25,0,53733896.1,107467792.2,1,3,19,15,47,21,53,45,31,48,116,5,0,0,4,3,2,1,50,0,100,1,7,293,560,267,1,Arvind Reddy,Amit Mishra,12-07-2025,01-05-2026
UP-LKO-2026-10348,P007,Railway,Uttar Pradesh,Varanasi,Sarnath,22/2A,2A,Ramesh Singh,3.18 acres,Multi-crop,Active,12869.01,RURAL,26.9163,81.2942,36419298.3,3.43,0,124918193.2,249836386.3,8,12,15,13,44,39,53,39,91,58,42,0,3,1,2,3,0,1,50,0,0,3,6,266,547,281,1,Deepa Verma,Ramesh Singh,22-10-2025,15-07-2026
UP-LKO-2026-10349,P009,Highway,Uttar Pradesh,Kanpur,Bithoor,17/B,B,Pooja Kumar,3.59 acres,Commercial,Verified,14528.23,URBAN,26.9165,81.2952,24044220.65,1.4,200000,33861908.91,67723817.82,9,11,8,23,19,12,51,59,93,26,102,4,2,2,2,1,0,2,50,0,100,2,7,364,553,189,1,Rajesh Iyer,Pooja Kumar,20-11-2025,19-11-2026
UP-LKO-2026-10350,P003,Highway,Bihar,Patna,ABC Village,71/3,3,Ramesh Gupta,3.12 acres,Residential,Disputed,12626.2,RURAL,26.9167,81.2962,22537767,3.46,0,77980673.82,155961347.6,8,10,4,27,37,10,45,47,24,57,132,5,1,2,2,0,2,0,50,0,50,0,8,399,337,0,0,Deepa Reddy,Ramesh Gupta,11-04-2025,15-05-2026
UP-LKO-2026-10351,P002,Transmission,Maharashtra,Nagpur,Butibori,56/2A,2A,Manoj Singh,2.88 acres,Residential,Disputed,11654.96,URBAN,26.9169,81.2972,40431056.24,1.27,0,51347441.42,102694882.8,10,14,2,26,26,27,86,93,64,20,132,2,3,2,2,0,2,1,50,0,100,2,6,269,552,283,1,Anil Reddy,Manoj Singh,11-02-2025,07-11-2025
UP-LKO-2026-10352,P004,Railway,Uttar Pradesh,Kanpur,Bithoor,161/1,1,Ramesh Yadav,2.88 acres,Multi-crop,Verified,11654.96,URBAN,26.9171,81.2982,32750437.6,1.55,0,50763178.28,101526356.6,1,1,14,22,30,38,46,109,35,45,145,3,2,1,3,1,1,0,25,0,50,1,9,261,400,139,1,Anil Joshi,Ramesh Yadav,21-03-2025,07-12-2025
UP-LKO-2026-10353,P005,Transmission,Maharashtra,Pune,Hinjewadi,83/A,A,Pooja Sharma,4.11 acres,Multi-crop,Disputed,16632.59,URBAN,26.9173,81.2992,36907717.21,1.04,0,38384025.9,76768051.8,6,11,15,21,38,45,56,116,16,28,90,0,3,0,1,2,1,1,0,0,0,2,5,253,545,292,1,Arvind Patil,Pooja Sharma,16-11-2025,27-07-2026
UP-LKO-2026-10354,P006,Railway,Uttar Pradesh,Varanasi,Sarnath,142/3,3,Pooja Verma,3.11 acres,Commercial,Verified,12585.73,RURAL,26.9175,81.3002,32131368.69,3.94,200000,126797592.6,253595185.3,1,6,16,16,60,33,77,108,86,17,33,0,2,2,0,1,2,0,25,0,0,3,1,206,517,311,1,Meena Verma,Pooja Verma,30-07-2025,21-02-2026
UP-LKO-2026-10355,P002,Highway,Uttar Pradesh,Lucknow,Malhaur,50/B,B,Anjali Verma,4.02 acres,Commercial,Pending Review,16268.38,URBAN,26.9177,81.3012,18611026.72,1.07,50000,19963798.59,39927597.18,3,7,3,18,31,16,41,34,56,22,89,1,3,2,3,3,0,2,25,0,100,0,7,331,548,217,1,Deepa Yadav,Anjali Verma,14-08-2025,11-07-2026
UP-LKO-2026-10356,P006,Highway,Maharashtra,Nashik,Ozar,100/A,A,Manoj Mishra,1.79 acres,Commercial,Verified,7243.88,RURAL,26.9179,81.3022,8446364.08,3.57,0,30153519.77,60307039.53,8,8,14,13,58,30,71,84,65,23,25,0,1,0,4,3,0,0,100,0,0,2,8,201,434,233,1,Deepa Patil,Manoj Mishra,11-04-2025,29-10-2025
UP-LKO-2026-10357,P005,Transmission,Maharashtra,Nagpur,Butibori,102/3,3,Sunita Devi,4.1 acres,Agricultural,Active,16592.13,URBAN,26.9181,81.3032,48531980.25,1.74,200000,84645645.64,169291291.3,2,6,13,19,22,43,44,96,19,39,74,3,0,0,4,1,0,2,25,0,100,0,7,380,552,172,1,Anil Deshmukh,Sunita Devi,16-03-2025,31-03-2026
UP-LKO-2026-10358,P002,Transmission,Maharashtra,Pune,Hinjewadi,166/B,B,Rahul Devi,0.53 acres,Agricultural,Disputed,2144.84,URBAN,26.9183,81.3042,7487636.44,1.73,50000,13003611.04,26007222.08,8,10,13,16,29,40,70,37,95,49,109,4,0,0,0,0,2,0,0,0,100,0,3,221,426,205,1,Rajesh Verma,Rahul Devi,01-05-2025,08-12-2025
UP-LKO-2026-10359,P009,Transmission,Bihar,Muzaffarpur,PQR Village,21/B,B,Ramesh Gupta,1.99 acres,Agricultural,Disputed,8053.25,RURAL,26.9185,81.3052,21767934.75,3.29,200000,71816505.33,143633010.7,7,8,5,24,26,18,83,43,31,17,95,1,1,1,3,2,0,0,25,0,0,2,6,233,302,69,1,Rajesh Reddy,Ramesh Gupta,27-11-2025,18-07-2026
UP-LKO-2026-10360,P008,Railway,Tamil Nadu,Coonor,Hubbathala,19-Mar,3,Manoj Singh,2.89 acres,Agricultural,Active,11695.43,RURAL,26.9187,81.3062,18841337.73,2.07,50000,39051569.1,78103138.2,7,10,18,24,56,21,41,48,94,16,43,2,3,1,1,3,0,1,100,50,100,1,4,316,510,194,1,Suresh Verma,Manoj Singh,09-12-2025,21-10-2026
UP-LKO-2026-10361,P005,Highway,Uttar Pradesh,Kanpur,Bithoor,221/B,B,Sunita Gupta,1.05 acres,Commercial,Verified,4249.2,URBAN,26.9189,81.3072,8608879.2,1.52,50000,13135496.38,26270992.77,9,11,0,27,58,39,78,114,88,58,0,3,3,0,1,1,2,2,50,0,100,0,4,367,822,455,1,Anil Singh,Sunita Gupta,19-09-2025,21-09-2026
UP-LKO-2026-10362,P007,Transmission,Uttar Pradesh,Lucknow,Malhaur,131/B,B,Rahul Singh,0.54 acres,Commercial,Pending Review,2185.3,URBAN,26.9191,81.3082,8251692.8,1.24,200000,10432099.07,20864198.14,7,7,2,13,25,33,38,119,43,57,123,5,1,2,3,3,1,0,0,0,50,3,4,258,463,205,1,Deepa Sharma,Rahul Singh,08-06-2025,21-02-2026
UP-LKO-2026-10363,P004,Railway,Maharashtra,Nagpur,Butibori,221/1,1,Sunita Yadav,2.31 acres,Commercial,Active,9348.25,URBAN,26.9193,81.3092,22753640.5,1.35,50000,30767414.68,61534829.35,4,8,19,13,16,28,54,55,79,38,90,0,0,1,4,3,0,1,50,0,0,3,3,215,493,278,1,Rajesh Joshi,Sunita Yadav,01-12-2025,04-07-2026
UP-LKO-2026-10364,P001,Railway,Tamil Nadu,Karaikudi,Kanadukathan,175/A,A,Neha Singh,4.93 acres,Agricultural,Pending Review,19951.02,RURAL,26.9195,81.3102,65499198.66,3.62,200000,237307099.1,474614198.3,5,8,18,11,43,13,40,94,37,60,131,1,2,0,1,0,1,2,0,0,50,2,2,206,583,377,1,Kavita Deshmukh,Neha Singh,28-06-2025,20-01-2026
UP-LKO-2026-10365,P006,Highway,Bihar,Muzaffarpur,PQR Village,213/2A,2A,Amit Sharma,3.82 acres,Agricultural,Verified,15459.01,RURAL,26.9197,81.3112,35586641.02,2.25,50000,80119942.3,160239884.6,3,5,2,20,56,31,50,79,65,45,106,0,2,2,3,0,0,0,100,100,0,0,8,365,346,0,0,Deepa Yadav,Amit Sharma,28-07-2025,28-07-2026
UP-LKO-2026-10366,P003,Railway,Maharashtra,Nagpur,Butibori,35/2A,2A,Rahul Singh,2.81 acres,Commercial,Active,11371.68,URBAN,26.9199,81.3122,39618933.12,1.3,200000,51704613.06,103409226.1,2,5,12,19,32,32,48,120,25,52,102,5,2,1,3,1,2,2,100,50,50,0,8,221,688,467,1,Deepa Joshi,Rahul Singh,13-04-2025,20-11-2025
UP-LKO-2026-10367,P006,Highway,Bihar,Patna,ABC Village,221/B,B,Rahul Kumar,1.32 acres,Commercial,Active,5341.86,RURAL,26.9201,81.3132,8060866.74,2.8,200000,22770426.87,45540853.74,8,9,18,18,44,38,55,82,91,59,73,2,2,0,4,3,2,0,25,0,100,1,7,374,567,193,1,Anil Sharma,Rahul Kumar,14-02-2025,23-02-2026
UP-LKO-2026-10368,P002,Highway,Uttar Pradesh,Kanpur,Bithoor,42/1,1,Manoj Gupta,2.77 acres,Multi-crop,Disputed,11209.8,URBAN,26.9203,81.3142,21029584.8,1.16,200000,24594318.37,49188636.74,5,5,1,23,37,10,44,36,54,23,148,0,2,1,2,0,2,1,100,0,100,3,0,357,437,80,1,Sanjay Joshi,Manoj Gupta,18-01-2025,10-01-2026
UP-LKO-2026-10369,P006,Railway,Uttar Pradesh,Kanpur,Bithoor,85/A,A,Manoj Verma,1.61 acres,Agricultural,Disputed,6515.44,URBAN,26.9205,81.3152,12724654.32,1.5,200000,19286981.48,38573962.96,8,12,15,26,19,16,63,39,68,21,71,5,0,0,4,0,2,0,50,0,0,1,5,315,342,27,1,Deepa Deshmukh,Manoj Verma,15-02-2025,27-12-2025
UP-LKO-2026-10370,P004,Transmission,Tamil Nadu,Karaikudi,Kanadukathan,245/3,3,Sunita Gupta,3.23 acres,Multi-crop,Active,13071.36,RURAL,26.9207,81.3162,48494745.6,2.39,50000,115952442,231904884,10,12,8,24,35,34,82,119,16,18,117,3,3,0,1,1,2,0,0,0,0,0,2,267,448,181,1,Rajesh Das,Sunita Gupta,08-12-2025,01-09-2026
UP-LKO-2026-10371,P006,Highway,Bihar,Muzaffarpur,PQR Village,220/1,1,Priya Yadav,1.97 acres,Residential,Active,7972.31,RURAL,26.9209,81.3172,17443414.28,3.61,0,62970725.55,125941451.1,1,1,6,20,15,44,34,67,55,49,91,0,3,1,3,2,2,0,75,100,0,0,6,275,434,159,1,Deepa Deshmukh,Priya Yadav,07-05-2025,06-02-2026
UP-LKO-2026-10372,P003,Transmission,Tamil Nadu,Karaikudi,Kanadukathan,199/B,B,Pooja Yadav,3.15 acres,Multi-crop,Pending Review,12747.61,RURAL,26.9211,81.3182,20625632.98,2.38,0,49089006.49,98178012.98,9,13,18,13,45,17,72,64,35,52,135,4,2,0,2,0,2,0,100,50,100,1,1,353,388,35,1,Arvind Verma,Pooja Yadav,20-03-2025,08-03-2026
UP-LKO-2026-10373,P005,Railway,Bihar,Patna,ABC Village,231/B,B,Sunita Kumar,0.67 acres,Residential,Pending Review,2711.4,RURAL,26.9213,81.3192,10780526.4,2.24,50000,24198379.14,48396758.27,4,7,12,13,59,14,82,73,87,15,96,2,0,0,0,2,0,0,0,0,0,0,3,246,403,157,1,Ramesh Yadav,Sunita Kumar,22-07-2025,25-03-2026
UP-LKO-2026-10374,P003,Highway,Bihar,Siwan,XYZ Village,18/B,B,Priya Mishra,4.21 acres,Agricultural,Verified,17037.28,RURAL,26.9215,81.3202,19013604.48,2.88,0,54759180.9,109518361.8,9,13,12,20,35,12,48,64,100,53,145,4,1,0,3,3,0,1,100,0,0,3,3,283,542,259,1,Suresh Das,Priya Mishra,18-08-2025,28-05-2026
UP-LKO-2026-10375,P003,Railway,Bihar,Muzaffarpur,PQR Village,86/A,A,Anjali Devi,2.01 acres,Multi-crop,Verified,8134.19,RURAL,26.9217,81.3212,32414747.15,2.18,50000,70714148.79,141428297.6,7,7,13,29,42,13,40,51,29,30,119,5,2,0,3,3,2,0,0,0,100,1,10,253,414,161,1,Rajesh Iyer,Anjali Devi,26-03-2025,04-12-2025
UP-LKO-2026-10376,P006,Railway,Tamil Nadu,Chennai,Kolathur,97/B,B,Manoj Singh,3.47 acres,Agricultural,Pending Review,14042.6,RURAL,26.9219,81.3222,19210276.8,2.35,0,45144150.48,90288300.96,4,7,1,25,16,45,89,79,22,20,117,1,2,0,2,3,0,1,25,0,0,0,0,258,506,248,1,Arvind Verma,Manoj Singh,12-02-2025,28-10-2025
UP-LKO-2026-10377,P006,Railway,Maharashtra,Nagpur,Butibori,87/3,3,Anjali Gupta,2.1 acres,Multi-crop,Pending Review,8498.41,URBAN,26.9221,81.3232,14591769.97,1.54,200000,22671325.75,45342651.51,1,2,11,30,37,18,77,53,82,58,60,2,0,0,0,1,1,0,100,100,0,3,10,227,430,203,1,Rajesh Joshi,Anjali Gupta,02-09-2025,17-04-2026
UP-LKO-2026-10378,P006,Railway,Uttar Pradesh,Varanasi,Sarnath,82/1,1,Ramesh Sharma,2.41 acres,Commercial,Verified,9752.93,RURAL,26.9223,81.3242,33325761.81,2.01,50000,67034781.24,134069562.5,7,9,17,22,26,41,54,83,59,60,97,3,2,0,4,1,0,0,50,0,50,1,3,231,375,144,1,Sanjay Das,Ramesh Sharma,29-09-2025,18-05-2026
UP-LKO-2026-10379,P007,Railway,Maharashtra,Pune,Hinjewadi,39/B,B,Pooja Mishra,1.21 acres,Multi-crop,Active,4896.7,URBAN,26.9225,81.3252,8564328.3,1.53,0,13103422.3,26206844.6,5,8,7,14,40,45,73,113,40,22,99,3,1,1,0,3,0,2,50,0,0,0,10,210,677,467,1,Arvind Das,Pooja Mishra,24-03-2025,20-10-2025
UP-LKO-2026-10380,P009,Railway,Bihar,Patna,ABC Village,33/2A,2A,Priya Gupta,4.67 acres,Commercial,Verified,18898.84,RURAL,26.9227,81.3262,34773865.6,2,0,69547731.2,139095462.4,3,7,7,18,58,32,64,51,29,11,94,4,3,0,3,2,1,2,25,0,0,2,10,210,608,398,1,Meena Yadav,Priya Gupta,23-12-2025,21-07-2026
UP-LKO-2026-10381,P001,Highway,Uttar Pradesh,Varanasi,Sarnath,109/3,3,Vikram Devi,4.19 acres,Agricultural,Verified,16956.34,RURAL,26.9229,81.3272,61568470.54,3,0,184705411.6,369410823.2,8,11,17,30,60,21,83,73,99,40,102,2,1,0,1,3,1,0,75,50,100,0,6,324,541,217,1,Deepa Singh,Vikram Devi,07-05-2025,27-03-2026
UP-LKO-2026-10382,P001,Highway,Uttar Pradesh,Lucknow,Malhaur,121/B,B,Manoj Kumar,4.1 acres,Agricultural,Active,16592.13,URBAN,26.9231,81.3282,36635423.04,1.83,200000,67242824.16,134485648.3,8,10,13,13,41,42,68,41,54,53,36,0,2,1,1,0,2,1,0,0,50,0,7,350,522,172,1,Arvind Verma,Manoj Kumar,21-08-2025,06-08-2026
UP-LKO-2026-10383,P008,Transmission,Tamil Nadu,Chennai,Kolathur,49/2A,2A,Sunita Mishra,2.8 acres,Residential,Verified,11331.21,RURAL,26.9233,81.3292,17529381.87,3.03,50000,53164027.07,106328054.1,3,3,4,29,53,29,78,33,65,57,108,4,1,2,2,3,0,1,0,0,0,2,9,359,554,195,1,Suresh Joshi,Sunita Mishra,16-05-2025,10-05-2026
UP-LKO-2026-10384,P003,Highway,Tamil Nadu,Coonor,Hubbathala,57/3,3,Amit Mishra,2.8 acres,Multi-crop,Disputed,11331.21,RURAL,26.9235,81.3302,35228731.89,3.1,50000,109259068.9,218518137.7,6,10,1,17,17,34,89,43,22,36,98,2,2,2,2,3,0,0,0,0,50,1,7,383,348,0,0,Meena Verma,Amit Mishra,21-04-2025,09-05-2026
UP-LKO-2026-10385,P001,Highway,Tamil Nadu,Coonor,Hubbathala,138/2A,2A,Sunita Sharma,2.85 acres,Multi-crop,Active,11533.55,RURAL,26.9237,81.3312,36711289.65,2.77,50000,101740272.3,203480544.7,7,12,9,19,39,28,62,78,46,21,56,2,0,0,4,2,0,0,25,0,0,1,8,346,353,7,1,Ramesh Joshi,Sunita Sharma,20-06-2025,01-06-2026
UP-LKO-2026-10386,P005,Transmission,Maharashtra,Pune,Hinjewadi,60/3,3,Neha Singh,1.44 acres,Agricultural,Verified,5827.48,URBAN,26.9239,81.3322,8875252.04,1.86,0,16507968.79,33015937.59,1,5,10,26,47,33,78,78,28,38,127,4,3,2,4,3,1,0,0,0,100,3,1,361,463,102,1,Anil Verma,Neha Singh,03-03-2025,27-02-2026
UP-LKO-2026-10387,P001,Highway,Uttar Pradesh,Kanpur,Bithoor,206/B,B,Ramesh Singh,4.93 acres,Agricultural,Active,19951.02,URBAN,26.9241,81.3332,66796014.96,1.97,0,131588149.5,263176298.9,9,11,0,10,38,35,80,113,71,25,0,3,2,0,3,3,2,0,50,0,100,2,6,250,552,302,1,Rajesh Patil,Ramesh Singh,18-10-2025,25-06-2026
UP-LKO-2026-10388,P009,Transmission,Tamil Nadu,Chennai,Kolathur,232/3,3,Manoj Sharma,3.51 acres,Commercial,Disputed,14204.48,RURAL,26.9243,81.3342,17997076.16,2.77,0,49851900.96,99703801.93,2,4,2,20,26,36,57,37,26,35,27,4,2,2,2,2,1,0,0,0,0,0,7,278,342,64,1,Sanjay Das,Manoj Sharma,11-03-2025,14-12-2025
UP-LKO-2026-10389,P003,Highway,Bihar,Patna,ABC Village,65/B,B,Priya Gupta,2.29 acres,Multi-crop,Active,9267.31,RURAL,26.9245,81.3352,16125119.4,2.29,200000,37126523.43,74253046.85,4,9,11,17,43,21,72,74,23,57,142,4,2,2,4,0,1,1,25,0,100,0,0,321,472,151,1,Kavita Das,Priya Gupta,31-01-2025,18-12-2025
UP-LKO-2026-10390,P005,Highway,Maharashtra,Nagpur,Butibori,27-Mar,3,Sunita Sharma,1.82 acres,Agricultural,Pending Review,7365.29,URBAN,26.9247,81.3362,24548511.57,1.3,0,31913065.04,63826130.08,5,6,10,30,55,24,73,33,77,56,111,2,0,2,3,1,2,0,50,0,0,3,10,254,468,214,1,Deepa Reddy,Sunita Sharma,03-11-2025,15-07-2026
UP-LKO-2026-10391,P009,Transmission,Bihar,Muzaffarpur,PQR Village,170/B,B,Ramesh Sharma,3.43 acres,Residential,Active,13880.73,RURAL,26.9249,81.3372,25179644.22,2.38,0,59927553.24,119855106.5,7,7,10,10,30,11,35,39,50,25,150,2,3,2,4,2,0,1,0,0,100,3,6,382,380,0,0,Arvind Yadav,Ramesh Sharma,15-08-2025,01-09-2026
UP-LKO-2026-10392,P002,Highway,Uttar Pradesh,Kanpur,Bithoor,72/2A,2A,Rahul Mishra,3.82 acres,Residential,Pending Review,15459.01,URBAN,26.9251,81.3382,35911280.23,1.41,0,50634905.12,101269810.2,5,5,16,11,51,13,54,85,81,47,83,0,2,1,4,0,0,1,25,0,100,3,8,202,462,260,1,Sanjay Joshi,Rahul Mishra,17-09-2025,07-04-2026
UP-LKO-2026-10393,P003,Highway,Uttar Pradesh,Lucknow,Malhaur,139/B,B,Anjali Mishra,0.51 acres,Commercial,Pending Review,2063.9,URBAN,26.9253,81.3392,4664414,1.19,0,5550652.66,11101305.32,6,7,3,25,17,38,55,75,85,51,101,0,1,1,0,2,1,0,50,0,100,1,7,238,451,213,1,Priya Joshi,Anjali Mishra,22-08-2025,17-04-2026
UP-LKO-2026-10394,P001,Transmission,Uttar Pradesh,Kanpur,Bithoor,97/A,A,Amit Sharma,2.64 acres,Multi-crop,Verified,10683.71,URBAN,26.9255,81.3402,30341736.4,1.57,0,47636526.15,95273052.3,4,7,20,17,48,16,85,101,81,47,39,0,0,1,1,2,0,2,75,100,50,0,9,214,695,481,1,Ramesh Iyer,Amit Sharma,08-05-2025,08-12-2025
UP-LKO-2026-10395,P005,Highway,Bihar,Patna,ABC Village,159/3,3,Vikram Sharma,0.61 acres,Agricultural,Active,2468.58,RURAL,26.9257,81.3412,9079437.24,2.17,50000,19752378.81,39504757.62,9,14,6,27,51,33,72,43,88,49,85,4,0,0,4,3,0,2,75,0,0,1,4,205,693,488,1,Ramesh Reddy,Vikram Sharma,25-12-2025,18-07-2026
UP-LKO-2026-10396,P009,Railway,Maharashtra,Nagpur,Butibori,105/A,A,Pooja Singh,0.54 acres,Multi-crop,Active,2185.3,URBAN,26.9259,81.3422,6529676.4,1.12,200000,7513237.568,15026475.14,10,12,0,20,51,38,70,94,93,21,0,4,3,0,1,3,1,2,75,0,100,2,9,201,762,561,1,Arvind Patil,Pooja Singh,27-05-2025,14-12-2025
UP-LKO-2026-10397,P009,Transmission,Uttar Pradesh,Lucknow,Malhaur,70/2A,2A,Sunita Yadav,1.71 acres,Agricultural,Disputed,6920.13,URBAN,26.9261,81.3432,20621987.4,1.85,0,38150676.69,76301353.38,1,5,12,24,22,22,41,45,26,12,72,5,1,2,3,1,2,0,100,0,50,0,6,273,312,39,1,Suresh Yadav,Sunita Yadav,27-06-2025,27-03-2026
UP-LKO-2026-10398,P008,Railway,Tamil Nadu,Coonor,Hubbathala,75/3,3,Pooja Verma,4.45 acres,Commercial,Active,18008.53,RURAL,26.9263,81.3442,53161180.56,3.41,50000,181329625.7,362659251.4,6,6,6,15,28,29,79,45,55,59,106,2,1,1,1,1,0,0,0,0,100,1,8,331,340,9,1,Suresh Patil,Pooja Verma,05-09-2025,02-08-2026
UP-LKO-2026-10399,P002,Railway,Bihar,Muzaffarpur,PQR Village,182/2A,2A,Sunita Singh,3.48 acres,Residential,Disputed,14083.07,RURAL,26.9265,81.3452,18969895.29,2.72,200000,51798115.19,103596230.4,7,10,9,30,22,25,88,106,71,40,120,0,1,0,3,3,0,1,0,0,0,3,2,344,592,248,1,Sanjay Sharma,Sunita Singh,02-12-2025,11-11-2026
UP-LKO-2026-10400,P001,Transmission,Bihar,Patna,ABC Village,188/A,A,Neha Gupta,1.73 acres,Residential,Active,7001.07,RURAL,26.9267,81.3462,26905112.01,2.87,200000,77417671.47,154835342.9,5,9,19,10,53,39,35,33,67,28,30,3,3,0,0,1,0,1,50,0,100,1,8,339,415,76,1,Arvind Singh,Neha Gupta,07-11-2025,12-10-2026
UP-LKO-2026-10401,P009,Transmission,Bihar,Patna,ABC Village,249/1,1,Ramesh Yadav,4.79 acres,Agricultural,Disputed,19384.46,RURAL,26.9269,81.3472,45495327.62,3.49,50000,158828693.4,317657386.8,3,8,0,21,24,25,65,82,69,32,0,1,1,0,3,1,0,1,100,50,100,0,6,289,468,179,1,Kavita Sharma,Ramesh Yadav,21-02-2025,07-12-2025
UP-LKO-2026-10402,P002,Highway,Tamil Nadu,Karaikudi,Kanadukathan,180/3,3,Amit Singh,3.0 acres,Agricultural,Disputed,12140.58,RURAL,26.9271,81.3482,35256244.32,3.38,200000,119366105.8,238732211.6,4,7,14,16,36,37,38,117,74,27,81,4,3,1,0,2,1,2,50,0,100,2,0,305,690,385,1,Priya Das,Amit Singh,17-01-2025,18-11-2025
UP-LKO-2026-10403,P005,Highway,Maharashtra,Pune,Hinjewadi,21/2A,2A,Sunita Singh,2.69 acres,Residential,Verified,10886.05,URBAN,26.9273,81.3492,31384482.15,1.39,50000,43674430.19,87348860.38,2,5,10,29,46,23,69,59,77,32,77,1,2,0,3,1,0,0,25,0,0,1,7,299,365,66,1,Ramesh Reddy,Sunita Singh,11-11-2025,06-09-2026
UP-LKO-2026-10404,P001,Transmission,Tamil Nadu,Chennai,Kolathur,98/3,3,Ramesh Gupta,1.01 acres,Residential,Active,4087.33,RURAL,26.9275,81.3502,4553285.62,2.82,0,12840265.45,25680530.9,4,5,17,22,49,29,49,83,86,23,52,2,1,1,1,2,1,1,0,0,0,1,4,383,566,183,1,Priya Patil,Ramesh Gupta,27-05-2025,14-06-2026
UP-LKO-2026-10405,P004,Transmission,Bihar,Muzaffarpur,PQR Village,55/1,1,Neha Yadav,1.33 acres,Multi-crop,Active,5382.32,RURAL,26.9277,81.3512,17680921.2,2.56,50000,45313158.27,90626316.54,1,5,20,30,44,29,57,35,57,11,142,3,2,0,2,2,0,0,100,100,50,2,3,342,323,0,0,Priya Joshi,Neha Yadav,01-05-2025,08-04-2026
UP-LKO-2026-10406,P003,Transmission,Tamil Nadu,Coonor,Hubbathala,210/3,3,Rahul Sharma,1.86 acres,Residential,Disputed,7527.16,RURAL,26.9279,81.3522,19480290.08,3.63,0,70713452.99,141426906,4,8,19,25,20,13,32,34,66,38,87,0,3,2,0,0,2,2,75,100,0,0,3,296,558,262,1,Arvind Patil,Rahul Sharma,28-09-2025,21-07-2026
UP-LKO-2026-10407,P003,Railway,Bihar,Muzaffarpur,PQR Village,84/1,1,Vikram Yadav,2.3 acres,Commercial,Verified,9307.78,RURAL,26.9281,81.3532,24367768.04,3.28,50000,79976279.17,159952558.3,4,5,7,30,45,22,48,86,46,32,134,1,0,0,0,2,2,2,0,0,0,2,0,300,699,399,1,Rajesh Reddy,Vikram Yadav,28-01-2025,24-11-2025
UP-LKO-2026-10408,P002,Railway,Uttar Pradesh,Kanpur,Bithoor,216/1,1,Vikram Yadav,0.72 acres,Residential,Disputed,2913.74,URBAN,26.9283,81.3542,9370587.84,1.6,200000,15192940.54,30385881.09,9,14,2,12,58,12,30,35,15,18,39,0,3,2,2,0,0,0,0,0,50,1,10,281,180,0,0,Ramesh Yadav,Vikram Yadav,25-05-2025,02-03-2026
UP-LKO-2026-10409,P004,Transmission,Maharashtra,Nashik,Ozar,54/1,1,Pooja Sharma,1.21 acres,Multi-crop,Disputed,4896.7,RURAL,26.9285,81.3552,16957272.1,2.04,0,34592835.08,69185670.17,5,7,18,22,16,12,58,114,27,55,127,1,0,1,1,0,1,2,25,0,0,0,7,326,589,263,1,Suresh Deshmukh,Pooja Sharma,04-01-2025,26-11-2025
UP-LKO-2026-10410,P004,Highway,Bihar,Muzaffarpur,PQR Village,123/A,A,Amit Singh,2.24 acres,Multi-crop,Pending Review,9064.97,RURAL,26.9287,81.3562,9237204.43,3.35,200000,31144634.84,62289269.68,1,5,9,27,23,22,44,86,88,26,78,5,1,2,3,2,0,1,25,0,0,0,4,394,496,102,1,Meena Iyer,Amit Singh,13-01-2025,11-02-2026
